Local authority,Library name,Event date,Name,Main outcome,Secondary outcome,Attendees,Adult Attendees,Child Attendees,Charge
Barnet,Colindale,2019-06-25,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2019-06-25,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,8,7,1,0.0
Barnet,Colindale,2019-06-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,46,23,23,0.0
Barnet,East Barnet,2019-06-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,26,13,13,0.0
Barnet,East Barnet,2019-06-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,38,19,19,0.0
Barnet,Finchley Church End,2019-06-25,Other Early Years - Let's Make Music,Healthier and happier lives,Stronger more resilient communities,25,9,16,0.0
Barnet,Finchley Church End,2019-06-25,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,39,18,21,3.5
Barnet,Finchley Church End,2019-06-25,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,27,13,14,3.5
Barnet,Golders Green,2019-06-25,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2019-06-25,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2019-06-25,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Osidge,2019-06-25,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Burnt Oak,2019-06-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,21,11,10,0.0
Barnet,Childs Hill,2019-06-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,Childs Hill,2019-06-26,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,13,6,7,0.0
Barnet,Childs Hill,2019-06-26,Lego,Healthier and happier lives,,21,9,12,0.0
Barnet,Chipping Barnet,2019-06-26,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-06-26,Other Early Years - Let's make Music - public,Healthier and happier lives,Stronger more resilient communities,58,28,30,0.0
Barnet,Colindale,2019-06-26,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-06-26,IT,Increased digital access and literacy,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-06-26,Other Early Years - Let's Make Music - setting,Healthier and happier lives,Stronger more resilient communities,22,4,18,0.0
Barnet,East Finchley,2019-06-26,Other Child 5+ - 'Ugly Bug Ball' Mask-Making,Healthier and happier lives,Stronger more resilient communities,26,13,13,0.0
Barnet,Finchley Church End,2019-06-26,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Finchley Church End,2019-06-26,Scrabble,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-06-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,Mill Hill,2019-06-26,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Mill Hill,2019-06-26,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,30,15,15,0.0
Barnet,Osidge,2019-06-26,IT,Increased digital access and literacy,Stronger more resilient communities,0,0,0,0.0
Barnet,Osidge,2019-06-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,8,4,4,0.0
Barnet,South Friern,2019-06-26,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,15,7,8,0.0
Barnet,South Friern,2019-06-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,44,19,25,0.0
Barnet,Childs Hill,2019-06-27,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Colindale,2019-06-27,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,34,16,18,0.0
Barnet,Colindale,2019-06-27,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,East Barnet,2019-06-27,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Edgware,2019-06-27,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,23,23,0,0.0
Barnet,Edgware,2019-06-27,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,37,18,19,3.5
Barnet,Edgware,2019-06-27,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,26,12,14,3.5
Barnet,Mill Hill,2019-06-27,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Mill Hill,2019-06-27,Other adult - English Level 2/3 lesson,Greater prosperity,Helping everyone achieve their full potential,10,10,0,0.0
Barnet,North Finchley,2019-06-27,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,39,20,19,0.0
Barnet,Osidge,2019-06-27,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,South Friern,2019-06-27,Other adult - Age UK,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Golders Green,2019-06-28,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,12,11,0.0
Barnet,Hendon,2019-06-28,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-06-28,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2019-06-28,Boardgames,Healthier and happier lives,Stronger more resilient communities,8,1,7,0.0
Barnet,Colindale,2019-06-29,Lego,Healthier and happier lives,,6,3,3,0.0
Barnet,Colindale,2019-06-29,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,South Friern,2019-06-29,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,5,0,5,0.0
Barnet,Burnt Oak,2019-07-01,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Burnt Oak,2019-07-01,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Chipping Barnet,2019-07-01,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,41,20,21,5.5
Barnet,Chipping Barnet,2019-07-01,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,36,18,18,3.5
Barnet,East Finchley,2019-07-01,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,12,13,0.0
Barnet,East Finchley,2019-07-01,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,6,3,3,0.0
Barnet,East Finchley,2019-07-01,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Edgware,2019-07-01,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,11,12,0.0
Barnet,Edgware,2019-07-01,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,26,13,13,0.0
Barnet,Finchley Church End,2019-07-01,Author Talk (adult),Cultural and creative enrichment,Stronger more resilient communities,41,39,2,0.0
Barnet,Finchley Church End,2019-07-01,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2019-07-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,13,13,0,0.0
Barnet,Childs Hill,2019-07-02,Other Child 5+ - Gardening for Children,Healthier and happier lives,Stronger more resilient communities,2,1,1,0.0
Barnet,Childs Hill,2019-07-02,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,Childs Hill,2019-07-02,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Chipping Barnet,2019-07-02,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,7,9,0.0
Barnet,Colindale,2019-07-02,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,36,18,18,0.0
Barnet,Colindale,2019-07-02,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-07-02,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,East Barnet,2019-07-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,48,24,24,0.0
Barnet,East Barnet,2019-07-02,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,44,22,22,0.0
Barnet,Finchley Church End,2019-07-02,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,27,13,14,3.5
Barnet,Finchley Church End,2019-07-02,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,24,10,14,3.5
Barnet,Golders Green,2019-07-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Hendon,2019-07-02,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-07-02,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Osidge,2019-07-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Osidge,2019-07-02,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Burnt Oak,2019-07-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,14,15,0.0
Barnet,Childs Hill,2019-07-03,Lego,Healthier and happier lives,,19,6,13,0.0
Barnet,Childs Hill,2019-07-03,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,9,4,5,0.0
Barnet,Childs Hill,2019-07-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,19,9,10,0.0
Barnet,Chipping Barnet,2019-07-03,Other Child 5+ - Dutch for Kids!,Healthier and happier lives,Stronger more resilient communities,14,6,8,0.0
Barnet,Chipping Barnet,2019-07-03,Author Talk (adult),Cultural and creative enrichment,Stronger more resilient communities,14,13,1,0.0
Barnet,Colindale,2019-07-03,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,4,4,0,0.0
Barnet,Colindale,2019-07-03,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,24,12,12,3.5
Barnet,Colindale,2019-07-03,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-07-03,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,38,18,20,3.5
Barnet,Colindale,2019-07-03,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Finchley Church End,2019-07-03,Scrabble,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Finchley Church End,2019-07-03,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,15,15,0,0.0
Barnet,Hendon,2019-07-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Mill Hill,2019-07-03,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,30,15,15,0.0
Barnet,Mill Hill,2019-07-03,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Osidge,2019-07-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,13,7,6,0.0
Barnet,Childs Hill,2019-07-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Childs Hill,2019-07-04,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Colindale,2019-07-04,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,32,14,18,0.0
Barnet,Colindale,2019-07-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Edgware,2019-07-04,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,15,7,8,3.5
Barnet,Edgware,2019-07-04,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Edgware,2019-07-04,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,20,20,0,0.0
Barnet,Edgware,2019-07-04,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,30,15,15,3.5
Barnet,Golders Green,2019-07-04,Other adult - The Holiday Photographer,Cultural and creative enrichment,Healthier and happier lives,3,3,0,0.0
Barnet,Golders Green,2019-07-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Hendon,2019-07-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2019-07-04,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Mill Hill,2019-07-04,Other adult - English Level 2/3 lesson,Greater prosperity,Helping everyone achieve their full potential,9,9,0,0.0
Barnet,North Finchley,2019-07-04,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,28,14,14,0.0
Barnet,Osidge,2019-07-04,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,South Friern,2019-07-04,Other adult - Age UK,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Finchley Church End,2019-07-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,42,20,22,0.0
Barnet,Finchley Church End,2019-07-05,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,7,7,0,0.0
Barnet,Golders Green,2019-07-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,12,11,0.0
Barnet,Hendon,2019-07-05,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-07-05,Boardgames,Healthier and happier lives,Stronger more resilient communities,21,3,18,0.0
Barnet,Burnt Oak,2019-07-06,Other Child 5+ - RAF Museums,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,Burnt Oak,2019-07-06,Other Child 5+ - Around the world with the RAF. This event was put on by the RAF Museum.,Healthier and happier lives,Stronger more resilient communities,15,5,10,0.0
